player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
Carl Starfelt,SWE,DF,Celta Vigo,La Liga,28,1995,24.6,1035.0,1013.0,20.0,19.0,0.0,3.0,1,1.0,0.0,0.0,0.0,0.0,907.0,2.0,3.0
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,28,1995,12.1,595.0,566.0,28.0,26.0,0.0,4.0,0,2.0,0.0,0.0,0.0,0.0,475.0,1.0,3.0
Jason Steele,ENG,GK,Brighton,Premier League,32,1990,17.0,673.0,607.0,64.0,10.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,570.0,2.0,0.0
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,27,1996,11.8,824.0,694.0,128.0,23.0,2.0,17.0,26,103.0,2.0,0.0,2.0,0.0,715.0,2.0,13.0
Leonidas Stergiou,SUI,DF,Stuttgart,Bundesliga,21,2002,6.6,364.0,319.0,43.0,3.0,0.0,2.0,12,40.0,0.0,0.0,0.0,0.0,308.0,2.0,4.0
Raheem Sterling,ENG,"FW,MF",Chelsea,Premier League,28,1994,22.0,728.0,716.0,7.0,0.0,11.0,1.0,59,6.0,0.0,0.0,0.0,0.0,538.0,5.0,34.0
Trivante Stewart,JAM,"FW,MF",Salernitana,Serie A,23,2000,1.1,27.0,21.0,6.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,22,2001,0.9,43.0,37.0,5.0,3.0,0.0,1.0,3,0.0,2.0,0.0,0.0,0.0,36.0,1.0,2.0
Angelo Stiller,GER,MF,Stuttgart,Bundesliga,22,2001,29.9,2637.0,2448.0,188.0,91.0,12.0,9.0,81,8.0,66.0,32.0,15.0,0.0,2346.0,1.0,19.0
Kevin Stöger,AUT,MF,Bochum,Bundesliga,29,1993,29.6,2028.0,1650.0,362.0,156.0,16.0,12.0,258,40.0,110.0,42.0,60.0,1.0,1363.0,16.0,55.0
Filip Stojilković,SUI,"FW,MF",Darmstadt 98,Bundesliga,23,2000,1.7,21.0,20.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
John Stones,ENG,"DF,MF",Manchester City,Premier League,29,1994,11.8,839.0,824.0,15.0,9.0,0.0,7.0,5,3.0,0.0,0.0,0.0,0.0,781.0,0.0,6.0
Thomas Strakosha,ALB,GK,Brentford,Premier League,28,1995,1.5,71.0,45.0,26.0,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,23,2000,31.8,618.0,587.0,28.0,0.0,3.0,2.0,18,2.0,0.0,0.0,0.0,0.0,423.0,3.0,22.0
Gabriel Strefezza,BRA,FW,Lecce,Serie A,26,1997,12.4,412.0,352.0,57.0,19.0,3.0,6.0,42,10.0,22.0,7.0,2.0,0.0,300.0,3.0,9.0
Kevin Strootman,NED,MF,Genoa,Serie A,33,1990,13.4,670.0,632.0,37.0,21.0,1.0,1.0,20,11.0,5.0,2.0,1.0,0.0,550.0,1.0,9.0
Cristhian Stuani,URU,FW,Girona,La Liga,36,1986,8.9,115.0,101.0,14.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,84.0,0.0,2.0
Álex Suárez,ESP,DF,Las Palmas,La Liga,30,1993,28.5,1613.0,1402.0,209.0,68.0,1.0,5.0,15,128.0,0.0,0.0,0.0,0.0,1396.0,2.0,11.0
Damián Suárez,URU,DF,Getafe,La Liga,35,1988,14.4,638.0,499.0,137.0,20.0,0.0,15.0,49,107.0,9.0,1.0,6.0,1.0,436.0,2.0,14.0
Denis Suárez,ESP,"MF,FW",Villarreal,La Liga,29,1994,1.5,94.0,82.0,12.0,9.0,0.0,1.0,4,1.0,2.0,2.0,0.0,0.0,79.0,0.0,1.0
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,25,1997,26.2,1482.0,1220.0,258.0,48.0,8.0,8.0,101,189.0,21.0,8.0,11.0,0.0,1163.0,4.0,41.0
Isaac Success,NGA,"FW,MF",Udinese,Serie A,27,1996,9.8,204.0,201.0,2.0,0.0,3.0,3.0,2,0.0,0.0,0.0,0.0,0.0,130.0,1.0,9.0
Niklas Süle,GER,DF,Dortmund,Bundesliga,27,1995,16.8,1505.0,1431.0,73.0,48.0,0.0,22.0,2,12.0,0.0,0.0,0.0,0.0,1401.0,1.0,6.0
Ibrahim Sulemana,GHA,MF,Cagliari,Serie A,20,2003,14.9,452.0,446.0,3.0,3.0,0.0,8.0,13,0.0,0.0,0.0,0.0,0.0,361.0,3.0,10.0
Tomáš Suslov,SVK,"MF,FW",Hellas Verona,Serie A,21,2002,23.2,573.0,473.0,97.0,27.0,3.0,15.0,72,9.0,29.0,8.0,19.0,0.0,416.0,3.0,23.0
Suso,ESP,"MF,FW",Sevilla,La Liga,29,1993,16.9,907.0,797.0,105.0,37.0,2.0,21.0,132,14.0,50.0,27.0,17.0,0.0,702.0,5.0,29.0
Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,24,1999,19.1,807.0,752.0,52.0,26.0,2.0,7.0,55,0.0,23.0,19.0,4.0,0.0,574.0,3.0,19.0
Mile Svilar,SRB,GK,Roma,Serie A,23,1999,15.0,605.0,492.0,113.0,24.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,526.0,0.0,0.0
Williot Swedberg,SWE,"FW,MF",Celta Vigo,La Liga,19,2004,4.9,108.0,102.0,5.0,1.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,80.0,1.0,3.0
Karol Świderski,POL,"FW,MF",Hellas Verona,Serie A,26,1997,5.6,120.0,108.0,9.0,0.0,0.0,0.0,3,0.0,1.0,0.0,0.0,0.0,84.0,3.0,8.0
Abakar Sylla,CIV,DF,Strasbourg,Ligue 1,20,2002,19.9,1266.0,1186.0,79.0,30.0,0.0,7.0,3,17.0,0.0,0.0,0.0,0.0,1111.0,1.0,5.0
Dembo Sylla,GUI,DF,Lorient,Ligue 1,20,2002,0.5,22.0,18.0,4.0,0.0,0.0,1.0,4,4.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0
Issiaga Sylla,GUI,"DF,FW",Montpellier,Ligue 1,29,1994,16.2,719.0,564.0,150.0,10.0,0.0,2.0,43,140.0,0.0,0.0,0.0,0.0,528.0,5.0,24.0
Mamadou Sylla,SEN,"FW,MF",Alavés,La Liga,29,1994,0.2,7.0,6.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Attila Szalai,HUN,DF,Hoffenheim,Bundesliga,25,1998,3.2,178.0,171.0,6.0,1.0,2.0,3.0,5,5.0,0.0,0.0,0.0,0.0,131.0,1.0,2.0
Attila Szalai,HUN,DF,Freiburg,Bundesliga,25,1998,1.1,72.0,68.0,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,0.0
Wojciech Szczęsny,POL,GK,Juventus,Serie A,33,1990,35.0,1006.0,771.0,231.0,57.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,780.0,4.0,0.0
Dominik Szoboszlai,HUN,MF,Liverpool,Premier League,22,2000,23.4,1550.0,1376.0,167.0,34.0,3.0,16.0,113,31.0,66.0,24.0,28.0,2.0,1280.0,7.0,24.0
Przemysław Szymiński,POL,MF,Frosinone,Serie A,29,1994,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alexander Sørloth,NOR,FW,Villarreal,La Liga,27,1995,27.7,476.0,448.0,22.0,0.0,2.0,0.0,7,1.0,0.0,0.0,0.0,0.0,357.0,6.0,15.0
Musa Al-Taamari,JOR,FW,Montpellier,Ligue 1,26,1997,21.4,553.0,515.0,35.0,7.0,4.0,3.0,22,19.0,3.0,1.0,0.0,0.0,402.0,3.0,34.0
Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,30,1992,23.6,1175.0,1017.0,153.0,15.0,3.0,0.0,40,137.0,1.0,0.0,0.0,0.0,999.0,5.0,21.0
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,27,1996,29.2,2193.0,2156.0,33.0,26.0,1.0,7.0,3,1.0,0.0,0.0,0.0,0.0,2070.0,4.0,6.0
Montassar Talbi,TUN,DF,Lorient,Ligue 1,25,1998,24.5,1188.0,1147.0,35.0,22.0,0.0,5.0,3,5.0,0.0,0.0,0.0,0.0,1008.0,6.0,6.0
Yassin Tallal,ESP,FW,Getafe,La Liga,18,2005,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Tameze,CMR,"DF,MF",Torino,Serie A,29,1994,23.8,1276.0,1218.0,56.0,39.0,1.0,5.0,15,16.0,0.0,0.0,0.0,0.0,1106.0,2.0,23.0
Renato Tapia,PER,"MF,DF",Celta Vigo,La Liga,28,1995,14.9,715.0,667.0,44.0,38.0,2.0,10.0,9,5.0,0.0,0.0,0.0,0.0,541.0,4.0,15.0
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,24,1999,23.2,1973.0,1896.0,72.0,40.0,5.0,11.0,5,10.0,0.0,0.0,0.0,0.0,1795.0,5.0,10.0
Matt Targett,ENG,DF,Newcastle Utd,Premier League,27,1995,0.9,41.0,38.0,3.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0
Oussama Targhalline,MAR,MF,Le Havre,Ligue 1,21,2002,11.4,704.0,689.0,13.0,9.0,2.0,2.0,8,3.0,1.0,0.0,0.0,0.0,600.0,2.0,15.0
James Tarkowski,ENG,DF,Everton,Premier League,30,1992,38.0,1550.0,1485.0,52.0,45.0,1.0,22.0,6,6.0,0.0,0.0,0.0,0.0,1195.0,13.0,10.0
César Tárrega,ESP,DF,Valencia,La Liga,21,2002,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Jimi Tauriainen,ENG,FW,Chelsea,Premier League,19,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuno Tavares,POR,DF,Nott'ham Forest,Premier League,23,2000,5.1,274.0,225.0,48.0,8.0,0.0,4.0,16,39.0,1.0,0.0,1.0,0.0,201.0,1.0,7.0
Marcus Tavernier,ENG,FW,Bournemouth,Premier League,24,1999,23.5,920.0,790.0,121.0,25.0,3.0,8.0,116,35.0,59.0,45.0,2.0,1.0,658.0,9.0,27.0
Elayis Tavsan,NED,"MF,FW",Hellas Verona,Serie A,22,2001,0.6,8.0,7.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0
Charlie Taylor,ENG,DF,Burnley,Premier League,29,1993,25.9,1312.0,1099.0,206.0,14.0,0.0,7.0,71,192.0,0.0,0.0,0.0,0.0,995.0,7.0,28.0
Marciano Tchami,GNB,"FW,MF",Almería,La Liga,19,2004,0.5,24.0,22.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0
Loum Tchaouna,FRA,"FW,MF",Salernitana,Serie A,19,2003,23.3,766.0,717.0,43.0,3.0,1.0,12.0,70,10.0,8.0,4.0,1.0,0.0,505.0,6.0,35.0
Jackson Tchatchoua,CMR,DF,Hellas Verona,Serie A,21,2001,19.2,799.0,621.0,177.0,6.0,0.0,2.0,64,171.0,0.0,0.0,0.0,0.0,604.0,1.0,16.0
Enzo Tchato,CMR,DF,Montpellier,Ligue 1,20,2002,12.5,639.0,526.0,111.0,9.0,0.0,1.0,49,102.0,0.0,0.0,0.0,0.0,478.0,2.0,17.0
Aurélien Tchouaméni,FRA,"MF,DF",Real Madrid,La Liga,23,2000,22.1,1520.0,1461.0,53.0,49.0,1.0,4.0,22,2.0,0.0,0.0,0.0,0.0,1377.0,6.0,9.0
Mathys Tel,FRA,"FW,MF",Bayern Munich,Bundesliga,18,2005,11.7,410.0,389.0,18.0,1.0,1.0,2.0,18,9.0,2.0,0.0,0.0,0.0,340.0,3.0,12.0
Nathan Tella,NGA,"DF,MF",Leverkusen,Bundesliga,24,1999,9.1,351.0,323.0,28.0,0.0,1.0,4.0,27,27.0,1.0,0.0,0.0,0.0,279.0,0.0,14.0
Nahuel Tenaglia,ARG,DF,Alavés,La Liga,27,1996,12.7,454.0,384.0,67.0,13.0,1.0,3.0,17,54.0,0.0,0.0,0.0,0.0,330.0,3.0,13.0
Arnau Tenas,ESP,GK,Paris S-G,Ligue 1,22,2001,5.9,211.0,169.0,42.0,5.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,31,1992,28.0,1036.0,818.0,216.0,53.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,927.0,2.0,2.0
Filippo Terracciano,ITA,DF,Hellas Verona,Serie A,20,2003,14.4,713.0,559.0,153.0,19.0,1.0,10.0,59,121.0,13.0,2.0,10.0,0.0,507.0,1.0,15.0
Filippo Terracciano,ITA,"DF,FW",Milan,Serie A,20,2003,0.8,40.0,39.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,33,1990,33.0,1231.0,970.0,257.0,81.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,979.0,4.0,0.0
Ramón Terrats,ESP,"MF,DF",Villarreal,La Liga,22,2000,8.7,462.0,428.0,31.0,6.0,1.0,1.0,28,20.0,5.0,1.0,1.0,0.0,375.0,3.0,19.0
Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,26,1997,17.0,497.0,480.0,16.0,2.0,2.0,0.0,5,0.0,0.0,0.0,0.0,0.0,395.0,1.0,7.0
Kenny Tete,NED,DF,Fulham,Premier League,27,1995,9.6,523.0,438.0,84.0,7.0,1.0,0.0,23,77.0,0.0,0.0,0.0,0.0,418.0,1.0,13.0
Benjamin Tetteh,GHA,"FW,MF",Metz,Ligue 1,26,1997,3.1,77.0,71.0,6.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0
Teddy Teuma,MLT,MF,Reims,Ligue 1,29,1993,23.5,1512.0,1307.0,197.0,85.0,6.0,17.0,139,16.0,77.0,35.0,36.0,0.0,1181.0,8.0,36.0
Florian Thauvin,FRA,FW,Udinese,Serie A,30,1993,19.0,548.0,468.0,75.0,9.0,2.0,5.0,79,10.0,19.0,0.0,11.0,1.0,385.0,5.0,16.0
Arthur Theate,BEL,DF,Rennes,Ligue 1,23,2000,25.5,1640.0,1565.0,72.0,47.0,0.0,14.0,11,22.0,0.0,0.0,0.0,0.0,1444.0,3.0,7.0
Norman Theuerkauf,GER,"MF,DF",Heidenheim,Bundesliga,36,1987,14.0,590.0,528.0,59.0,7.0,0.0,10.0,22,46.0,6.0,3.0,2.0,0.0,462.0,3.0,12.0
Malick Thiaw,GER,DF,Milan,Serie A,21,2001,18.0,1184.0,1153.0,30.0,15.0,0.0,2.0,0,4.0,0.0,0.0,0.0,0.0,1084.0,1.0,7.0
Jan Thielmann,GER,"FW,DF",Köln,Bundesliga,21,2002,17.5,551.0,465.0,83.0,8.0,2.0,4.0,42,65.0,0.0,0.0,0.0,0.0,364.0,3.0,34.0
Denis Thomalla,GER,"MF,FW",Heidenheim,Bundesliga,30,1992,5.0,191.0,186.0,3.0,2.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,143.0,2.0,5.0
Luke Thomas,ENG,DF,Sheffield Utd,Premier League,22,2001,10.2,319.0,287.0,32.0,1.0,0.0,0.0,13,31.0,0.0,0.0,0.0,0.0,234.0,0.0,14.0
Adrien Thomasson,FRA,MF,Lens,Ligue 1,29,1993,13.3,679.0,638.0,38.0,18.0,1.0,1.0,47,2.0,18.0,2.0,11.0,0.0,506.0,3.0,31.0
Morten Thorsby,NOR,MF,Genoa,Serie A,27,1996,12.9,332.0,329.0,3.0,1.0,0.0,0.0,9,2.0,0.0,0.0,0.0,0.0,206.0,0.0,10.0
Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,24,1999,26.6,978.0,957.0,20.0,13.0,0.0,8.0,26,2.0,5.0,2.0,2.0,0.0,710.0,1.0,28.0
Khéphren Thuram,FRA,MF,Nice,Ligue 1,22,2001,23.4,1134.0,1113.0,17.0,15.0,8.0,0.0,20,2.0,0.0,0.0,0.0,0.0,978.0,4.0,14.0
Marcus Thuram,FRA,FW,Inter,Serie A,25,1997,29.9,656.0,641.0,14.0,0.0,4.0,4.0,21,1.0,0.0,0.0,0.0,0.0,476.0,1.0,21.0
Cheikh Tidiane Sabaly,SEN,"FW,MF",Metz,Ligue 1,24,1999,15.3,370.0,367.0,3.0,0.0,1.0,2.0,12,3.0,0.0,0.0,0.0,0.0,290.0,0.0,13.0
Youri Tielemans,BEL,"MF,FW",Aston Villa,Premier League,26,1997,18.0,949.0,891.0,54.0,14.0,17.0,3.0,31,7.0,18.0,12.0,3.0,0.0,789.0,4.0,21.0
Kieran Tierney,SCO,DF,Real Sociedad,La Liga,26,1997,13.8,904.0,736.0,167.0,18.0,1.0,7.0,26,149.0,0.0,0.0,0.0,0.0,690.0,1.0,23.0
Phillip Tietz,GER,FW,Augsburg,Bundesliga,26,1997,26.5,534.0,520.0,8.0,1.0,4.0,3.0,6,0.0,0.0,0.0,0.0,0.0,332.0,6.0,15.0
Steffen Tigges,GER,FW,Köln,Bundesliga,25,1998,8.1,203.0,196.0,6.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,118.0,1.0,12.0
Antonio Tikvić,CRO,DF,Udinese,Serie A,19,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jurriën Timber,NED,DF,Arsenal,Premier League,22,2001,0.8,74.0,67.0,7.0,1.0,0.0,1.0,1,6.0,0.0,0.0,0.0,0.0,66.0,0.0,2.0
Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,23,1999,29.5,2487.0,2417.0,69.0,52.0,3.0,7.0,12,12.0,0.0,0.0,0.0,0.0,2228.0,1.0,14.0
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,27,1995,16.2,590.0,465.0,125.0,15.0,0.0,0.0,47,97.0,13.0,11.0,1.0,0.0,424.0,0.0,15.0
Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,18,2004,11.2,419.0,409.0,6.0,5.0,2.0,2.0,6,0.0,0.0,0.0,0.0,0.0,366.0,4.0,6.0
Corentin Tolisso,FRA,MF,Lyon,Ligue 1,28,1994,19.3,1257.0,1201.0,51.0,32.0,7.0,9.0,36,17.0,0.0,0.0,0.0,0.0,1059.0,5.0,21.0
Jeremy Toljan,GER,DF,Sassuolo,Serie A,28,1994,23.1,1007.0,797.0,207.0,24.0,0.0,3.0,50,182.0,1.0,0.0,0.0,0.0,775.0,3.0,26.0
Rafael Tolói,ITA,DF,Atalanta,Serie A,32,1990,10.7,537.0,505.0,31.0,14.0,0.0,0.0,8,17.0,0.0,0.0,0.0,0.0,442.0,1.0,8.0
Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,28,1994,14.1,272.0,250.0,19.0,1.0,0.0,6.0,9,0.0,0.0,0.0,0.0,0.0,207.0,3.0,8.0
Tiago Tomás,POR,"FW,MF",Wolfsburg,Bundesliga,21,2002,11.5,278.0,264.0,13.0,6.0,0.0,0.0,28,1.0,2.0,1.0,1.0,0.0,181.0,1.0,15.0
Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,24,1998,12.8,697.0,615.0,80.0,7.0,2.0,2.0,14,73.0,0.0,0.0,0.0,0.0,574.0,2.0,11.0
James Tomkins,ENG,DF,Crystal Palace,Premier League,34,1989,0.1,21.0,21.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
Fikayo Tomori,ENG,DF,Milan,Serie A,25,1997,23.6,1691.0,1584.0,105.0,34.0,0.0,3.0,3,11.0,0.0,0.0,0.0,0.0,1541.0,2.0,9.0
Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,23,2000,4.9,280.0,276.0,4.0,0.0,0.0,5.0,11,2.0,2.0,0.0,2.0,0.0,241.0,0.0,3.0
Ivan Toney,ENG,FW,Brentford,Premier League,27,1996,16.1,426.0,395.0,23.0,8.0,5.0,0.0,22,8.0,2.0,0.0,0.0,0.0,228.0,8.0,22.0
Pablo Torre,ESP,"MF,FW",Girona,La Liga,20,2003,7.8,429.0,416.0,11.0,5.0,8.0,3.0,7,0.0,1.0,0.0,1.0,0.0,356.0,2.0,8.0
Raúl Torrente,ESP,DF,Granada,La Liga,21,2001,13.9,764.0,738.0,25.0,19.0,0.0,3.0,2,2.0,0.0,0.0,0.0,0.0,605.0,1.0,2.0
Ferrán Torres,ESP,FW,Barcelona,La Liga,23,2000,13.5,450.0,422.0,22.0,1.0,3.0,3.0,21,4.0,10.0,1.0,5.0,0.0,351.0,6.0,18.0
Óliver Torres,ESP,MF,Sevilla,La Liga,28,1994,18.0,883.0,838.0,40.0,13.0,2.0,5.0,44,9.0,12.0,6.0,3.0,0.0,714.0,5.0,19.0
Pau Torres,ESP,DF,Aston Villa,Premier League,26,1997,27.4,1788.0,1663.0,120.0,79.0,1.0,26.0,8,5.0,0.0,0.0,0.0,0.0,1562.0,5.0,9.0
Lucas Torró,ESP,MF,Osasuna,La Liga,29,1994,19.9,798.0,785.0,12.0,12.0,0.0,6.0,3,0.0,0.0,0.0,0.0,0.0,604.0,1.0,8.0
Fabio Torsiello,ITA,"FW,DF",Darmstadt 98,Bundesliga,18,2005,1.7,27.0,23.0,4.0,1.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
Ahmed Touba,ALG,DF,Lecce,Serie A,25,1998,3.1,137.0,125.0,12.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,1.0
Abdoulaye Touré,GUI,MF,Le Havre,Ligue 1,29,1994,25.4,1238.0,1219.0,14.0,9.0,1.0,6.0,4,3.0,0.0,0.0,0.0,0.0,1031.0,5.0,19.0
Souleymane Touré,FRA,DF,Lorient,Ligue 1,20,2003,22.8,1280.0,1215.0,61.0,28.0,1.0,3.0,5,2.0,0.0,0.0,0.0,0.0,1144.0,4.0,8.0
Lucas Tousart,FRA,MF,Union Berlin,Bundesliga,26,1997,17.5,523.0,514.0,6.0,3.0,3.0,2.0,9,0.0,0.0,0.0,0.0,0.0,389.0,3.0,17.0
Andros Townsend,ENG,"MF,FW",Luton Town,Premier League,32,1991,13.4,432.0,402.0,28.0,4.0,1.0,10.0,74,7.0,8.0,7.0,0.0,0.0,304.0,2.0,22.0
James Trafford,ENG,GK,Burnley,Premier League,20,2002,28.0,1541.0,1203.0,327.0,129.0,1.0,5.0,0,0.0,0.0,0.0,0.0,0.0,1009.0,11.0,5.0
Adama Traoré,ESP,"FW,MF",Fulham,Premier League,27,1996,4.2,139.0,137.0,2.0,0.0,0.0,1.0,26,2.0,0.0,0.0,0.0,0.0,97.0,0.0,7.0
Bertrand Traoré,BFA,"DF,FW",Aston Villa,Premier League,27,1995,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Bertrand Traoré,BFA,MF,Villarreal,La Liga,27,1995,6.3,213.0,204.0,8.0,1.0,2.0,2.0,9,2.0,5.0,1.0,0.0,0.0,167.0,1.0,3.0
Boubacar Traoré,MLI,MF,Wolves,Premier League,21,2001,9.1,455.0,444.0,10.0,4.0,0.0,2.0,6,5.0,0.0,0.0,0.0,0.0,383.0,1.0,7.0
Chaka Traorè,CIV,FW,Milan,Serie A,18,2004,0.2,11.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Daouda Traoré,FRA,MF,Nice,Ligue 1,17,2006,0.2,9.0,8.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Hamari Traoré,MLI,DF,Real Sociedad,La Liga,31,1992,25.5,1509.0,1247.0,255.0,20.0,5.0,14.0,47,235.0,0.0,0.0,0.0,0.0,1204.0,7.0,19.0
Ismaël Traoré,CIV,DF,Metz,Ligue 1,36,1986,24.7,777.0,753.0,23.0,23.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,674.0,1.0,5.0
Omar Traoré,GER,DF,Heidenheim,Bundesliga,25,1998,27.5,1240.0,935.0,302.0,10.0,1.0,2.0,73,292.0,0.0,0.0,0.0,0.0,881.0,3.0,54.0
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,33,1990,32.0,1166.0,890.0,271.0,59.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,867.0,5.0,1.0
Mark Travers,IRL,GK,Bournemouth,Premier League,24,1999,4.0,118.0,76.0,42.0,16.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0
Óscar Trejo,ARG,"FW,MF",Rayo Vallecano,La Liga,35,1988,15.3,782.0,738.0,39.0,9.0,3.0,0.0,23,7.0,11.0,2.0,5.0,0.0,646.0,5.0,16.0
Mike Trésor,BEL,"FW,MF",Burnley,Premier League,24,1999,4.7,180.0,156.0,24.0,3.0,0.0,0.0,32,2.0,19.0,5.0,11.0,0.0,120.0,0.0,9.0
Manu Trigueros,ESP,MF,Villarreal,La Liga,31,1991,3.4,168.0,156.0,10.0,3.0,1.0,0.0,5,1.0,5.0,0.0,2.0,0.0,141.0,2.0,3.0
Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,36,1987,18.3,951.0,673.0,274.0,46.0,1.0,4.0,165,167.0,61.0,26.0,29.0,1.0,631.0,4.0,30.0
Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,32,1990,24.8,2130.0,1705.0,418.0,109.0,1.0,12.0,212,197.0,112.0,42.0,38.0,8.0,1624.0,7.0,42.0
Leandro Trossard,BEL,"FW,MF",Arsenal,Premier League,28,1994,18.3,673.0,625.0,46.0,6.0,8.0,2.0,57,8.0,24.0,22.0,0.0,0.0,494.0,2.0,30.0
Adrien Truffert,FRA,DF,Rennes,Ligue 1,21,2001,23.8,1333.0,1081.0,247.0,21.0,0.0,1.0,72,225.0,1.0,1.0,0.0,0.0,1047.0,5.0,29.0
Auston Trusty,USA,DF,Sheffield Utd,Premier League,24,1998,28.6,920.0,842.0,76.0,7.0,0.0,0.0,5,68.0,0.0,0.0,0.0,0.0,701.0,2.0,11.0
Kostas Tsimikas,GRE,DF,Liverpool,Premier League,27,1996,7.5,500.0,389.0,110.0,14.0,0.0,1.0,72,67.0,29.0,7.0,22.0,0.0,383.0,1.0,10.0
Viktor Tsyhankov,UKR,"MF,FW",Girona,La Liga,25,1997,22.8,920.0,861.0,50.0,15.0,5.0,3.0,62,8.0,27.0,8.0,11.0,0.0,726.0,9.0,25.0
Stefano Turati,ITA,GK,Frosinone,Serie A,21,2001,30.5,1065.0,858.0,205.0,61.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,775.0,2.0,0.0
Matt Turner,USA,GK,Nott'ham Forest,Premier League,29,1994,17.0,578.0,373.0,199.0,63.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,398.0,6.0,2.0
