player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,27,1996,38,38,3415,37.9,2,3,5,2,0,0,7,0,1.7,1.7,2.8,4.5,21.0,147.0,10.0,0.05,0.08,0.13,0.05,0.13,0.04,0.07,0.12,0.04,0.12
Elliot Anderson,SCO,"MF,FW",Newcastle Utd,Premier League,20,2002,21,10,1027,11.4,0,2,2,0,0,0,3,0,1.5,1.5,1.9,3.5,37.0,57.0,70.0,0.0,0.18,0.18,0.0,0.18,0.13,0.17,0.3,0.13,0.3
Felipe Anderson,BRA,"FW,MF",Lazio,Serie A,30,1993,38,33,2770,30.8,5,6,11,5,0,0,3,0,4.4,4.4,6.3,10.7,108.0,126.0,226.0,0.16,0.19,0.36,0.16,0.36,0.14,0.21,0.35,0.14,0.35
Benjamin André,FRA,MF,Lille,Ligue 1,32,1990,30,29,2570,28.6,4,0,4,4,0,0,8,0,2.6,2.6,1.3,3.9,19.0,180.0,37.0,0.14,0.0,0.14,0.14,0.14,0.09,0.05,0.14,0.09,0.14
Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,28,1995,7,1,169,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.12,0.03,0.12
Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,28,1994,28,18,1690,18.8,4,2,6,4,0,0,4,0,1.7,1.7,1.8,3.5,20.0,97.0,14.0,0.21,0.11,0.32,0.21,0.32,0.09,0.1,0.19,0.09,0.19
Miguel Ángel Rubio,ESP,DF,Granada,La Liga,25,1998,19,17,1560,17.3,1,0,1,1,0,0,5,0,0.8,0.8,0.1,0.9,7.0,27.0,1.0,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05
Angeliño,ESP,DF,Roma,Serie A,26,1997,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,12.0,40.0,55.0,0.0,0.08,0.08,0.0,0.08,0.01,0.12,0.14,0.01,0.14
Fabrizio Angileri,ARG,"DF,MF",Getafe,La Liga,29,1994,11,2,164,1.8,0,0,0,0,0,0,2,1,0.0,0.0,1.3,1.3,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.73
Jaidon Anthony,ENG,FW,Bournemouth,Premier League,23,1999,3,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,27,1996,33,32,2886,32.1,0,3,3,0,0,0,7,0,1.7,1.7,1.0,2.7,38.0,172.0,15.0,0.0,0.09,0.09,0.0,0.09,0.05,0.03,0.09,0.05,0.09
Michail Antonio,JAM,FW,West Ham,Premier League,33,1990,26,21,1695,18.8,6,2,8,6,0,0,6,0,5.8,5.8,0.9,6.7,48.0,22.0,104.0,0.32,0.11,0.42,0.32,0.42,0.31,0.05,0.35,0.31,0.35
Antony,BRA,FW,Manchester Utd,Premier League,23,2000,29,15,1324,14.7,1,1,2,1,0,0,5,0,3.4,3.4,2.8,6.1,53.0,64.0,149.0,0.07,0.07,0.14,0.07,0.14,0.23,0.19,0.42,0.23,0.42
Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,29,1994,25,11,1216,13.5,2,2,4,2,0,0,5,0,2.2,2.2,3.5,5.7,50.0,28.0,138.0,0.15,0.15,0.3,0.15,0.3,0.16,0.26,0.42,0.16,0.42
Houssem Aouar,ALG,"MF,FW",Roma,Serie A,25,1998,16,9,756,8.4,4,0,4,4,0,0,3,0,2.3,2.3,0.5,2.8,17.0,26.0,59.0,0.48,0.0,0.48,0.48,0.48,0.28,0.05,0.33,0.28,0.33
Stredair Appuah,FRA,"FW,MF",Nantes,Ligue 1,19,2004,4,0,84,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46
Mauro Arambarri,URU,MF,Getafe,La Liga,27,1995,7,3,339,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.6,2.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15
Jon Aramburu,VEN,DF,Real Sociedad,La Liga,21,2002,11,5,543,6.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Asaf Arania,ISR,MF,Darmstadt 98,Bundesliga,17,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Araujo,MEX,DF,Las Palmas,La Liga,21,2001,25,15,1462,16.2,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,23.0,74.0,47.0,0.06,0.0,0.06,0.06,0.06,0.04,0.07,0.11,0.04,0.11
Ronald Araújo,URU,DF,Barcelona,La Liga,24,1999,25,21,1997,22.2,1,2,3,1,0,0,6,0,2.1,2.1,1.4,3.5,24.0,101.0,11.0,0.05,0.09,0.14,0.05,0.14,0.09,0.07,0.16,0.09,0.16
Oliver Arblaster,ENG,MF,Sheffield Utd,Premier League,19,2004,12,11,943,10.5,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.8,13.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
Cameron Archer,ENG,"FW,MF",Sheffield Utd,Premier League,22,2001,29,21,1832,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,33.0,15.0,113.0,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41
Cameron Archer,ENG,MF,Aston Villa,Premier League,22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,FRA,GK,West Ham,Premier League,30,1993,31,31,2699,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adu Ares,ESP,FW,Athletic Club,La Liga,21,2001,12,2,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,13.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Jesús Areso,ESP,DF,Osasuna,La Liga,24,1999,37,29,2660,29.6,1,6,7,1,0,0,3,0,0.2,0.2,3.6,3.8,78.0,106.0,180.0,0.03,0.2,0.24,0.03,0.24,0.01,0.12,0.13,0.01,0.13
Simone Aresti,ITA,GK,Cagliari,Serie A,37,1986,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matias Arezo,URU,FW,Granada,La Liga,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,6.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.01,0.3,0.28,0.3
Iñigo Arguibide,ESP,DF,Osasuna,La Liga,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoël Armougom,FRA,"DF,MF",Clermont Foot,Ligue 1,25,1998,5,2,234,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12
José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,1.7,1.7,1.8,3.5,23.0,11.0,85.0,0.19,0.1,0.29,0.19,0.29,0.17,0.17,0.34,0.17,0.34
Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,26,15,1284,14.3,2,0,2,2,0,0,5,0,0.8,0.8,1.5,2.2,25.0,48.0,90.0,0.14,0.0,0.14,0.14,0.14,0.05,0.1,0.16,0.05,0.16
Marko Arnautović,AUT,FW,Inter,Serie A,34,1989,27,5,801,8.9,5,3,8,5,0,0,0,0,5.0,5.0,2.6,7.6,12.0,20.0,77.0,0.56,0.34,0.9,0.56,0.9,0.56,0.29,0.85,0.56,0.85
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,30,27,2506,27.8,2,1,3,2,0,0,9,0,1.0,1.0,3.9,4.9,20.0,143.0,19.0,0.07,0.04,0.11,0.07,0.11,0.04,0.14,0.18,0.04,0.18
Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Arribas,ESP,"MF,FW",Almería,La Liga,21,2001,34,22,2047,22.7,9,4,13,9,0,0,1,0,8.6,8.6,3.7,12.2,56.0,81.0,94.0,0.4,0.18,0.57,0.4,0.57,0.38,0.16,0.54,0.38,0.54
Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,1994,14,13,1198,13.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,4,2,184,2.0,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.4,8.0,7.0,28.0,0.0,0.98,0.98,0.0,0.98,0.04,0.15,0.19,0.04,0.19
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,29,26,1986,22.1,6,1,7,6,0,0,2,0,7.9,7.9,1.3,9.2,56.0,32.0,167.0,0.27,0.05,0.32,0.27,0.32,0.36,0.06,0.42,0.36,0.42
Marco Asensio,ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,19,13,1113,12.4,4,5,9,4,0,0,0,0,3.2,3.2,5.8,9.0,36.0,71.0,92.0,0.32,0.4,0.73,0.32,0.73,0.26,0.47,0.73,0.26,0.73
Kristjan Asllani,ALB,MF,Inter,Serie A,21,2002,23,6,787,8.7,1,2,3,1,0,0,1,0,0.6,0.6,1.1,1.6,5.0,32.0,8.0,0.11,0.23,0.34,0.11,0.34,0.07,0.12,0.19,0.06,0.18
Joel Asoro,SWE,"FW,MF",Metz,Ligue 1,24,1999,20,10,848,9.4,2,1,3,2,0,0,2,0,0.6,0.6,0.3,0.9,14.0,16.0,43.0,0.21,0.11,0.32,0.21,0.32,0.06,0.03,0.09,0.06,0.09
Jonathan Asp Jensen,DEN,FW,Bayern Munich,Bundesliga,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,35,31,2707,30.1,9,10,19,6,3,5,6,1,11.5,7.5,10.1,17.6,84.0,161.0,202.0,0.3,0.33,0.63,0.2,0.53,0.38,0.34,0.72,0.25,0.59
Lorenz Assignon,TOG,DF,Burnley,Premier League,23,2000,15,15,1234,13.7,1,2,3,1,0,0,5,1,0.4,0.4,2.6,3.0,38.0,34.0,57.0,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,23,2000,14,12,1011,11.2,1,1,2,1,0,0,4,0,0.4,0.4,1.8,2.2,28.0,51.0,67.0,0.09,0.09,0.18,0.09,0.18,0.04,0.16,0.2,0.04,0.2
Youcef Atal,ALG,DF,Nice,Ligue 1,27,1996,6,5,359,4.0,1,0,1,1,0,0,2,0,0.1,0.1,0.8,0.9,9.0,15.0,5.0,0.25,0.0,0.25,0.25,0.25,0.03,0.2,0.24,0.03,0.24
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,17,2005,15,7,555,6.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,10.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1
Arthur Atta,FRA,"MF,FW",Metz,Ligue 1,20,2003,21,10,924,10.3,1,2,3,1,0,0,0,0,0.6,0.6,1.3,1.9,16.0,48.0,22.0,0.1,0.19,0.29,0.1,0.29,0.06,0.13,0.18,0.06,0.18
Noah Atubolu,GER,GK,Freiburg,Bundesliga,21,2002,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,34,30,2622,29.1,17,8,25,13,4,4,4,0,20.5,17.3,5.6,23.0,68.0,58.0,235.0,0.58,0.27,0.86,0.45,0.72,0.7,0.19,0.9,0.59,0.79
Emil Audero,ITA,GK,Inter,Serie A,26,1997,4,4,337,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommaso Augello,ITA,DF,Cagliari,Serie A,28,1994,32,28,2418,26.9,1,1,2,1,0,0,5,0,0.5,0.5,2.0,2.5,62.0,96.0,99.0,0.04,0.04,0.07,0.04,0.07,0.02,0.07,0.09,0.02,0.09
Carlos Augusto,BRA,DF,Inter,Serie A,24,1999,37,14,1725,19.2,0,3,3,0,0,0,1,0,1.0,1.0,2.8,3.9,42.0,54.0,88.0,0.0,0.16,0.16,0.0,0.16,0.05,0.15,0.2,0.05,0.2
Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,2000,16,9,904,10.0,2,0,2,2,0,0,0,0,0.9,0.9,0.5,1.4,24.0,30.0,20.0,0.2,0.0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14
Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10.0,47.0,29.0,0.0,0.22,0.22,0.0,0.22,0.02,0.05,0.07,0.02,0.07
Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,17,10,864,9.6,1,3,4,1,0,0,3,2,2.0,2.0,2.3,4.3,14.0,39.0,75.0,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45
Ezequiel Ávila,ARG,FW,Betis,La Liga,29,1994,6,4,298,3.3,1,0,1,1,0,0,4,1,0.7,0.7,0.1,0.8,7.0,6.0,31.0,0.3,0.0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,20,12,1042,11.6,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8.0,14.0,45.0,0.52,0.26,0.78,0.52,0.78,0.41,0.15,0.56,0.41,0.56
André Ayew,GHA,FW,Le Havre,Ligue 1,33,1989,19,12,1104,12.3,5,0,5,5,0,0,2,1,3.1,3.1,0.8,3.9,14.0,23.0,65.0,0.41,0.0,0.41,0.41,0.41,0.25,0.07,0.32,0.25,0.32
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,35,30,2543,28.3,4,7,11,4,0,0,9,1,3.9,3.9,4.2,8.1,74.0,63.0,173.0,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,22,2001,25,17,1566,17.4,1,2,3,1,0,0,1,0,2.4,2.4,0.8,3.2,25.0,59.0,44.0,0.06,0.11,0.17,0.06,0.17,0.14,0.05,0.19,0.14,0.19
Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,23,3,585,6.5,3,0,3,3,0,0,4,0,2.9,2.9,1.4,4.2,5.0,14.0,35.0,0.46,0.0,0.46,0.46,0.46,0.44,0.21,0.65,0.44,0.65
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,33,1989,25,14,1423,15.8,0,2,2,0,0,0,4,0,0.6,0.6,2.4,3.0,39.0,77.0,39.0,0.0,0.13,0.13,0.0,0.13,0.04,0.15,0.19,0.04,0.19
Paulo Azzi,BRA,"DF,MF",Cagliari,Serie A,29,1994,25,9,950,10.6,0,0,0,0,0,0,1,0,1.2,1.2,0.7,1.9,47.0,35.0,42.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,22,2001,18,5,547,6.1,2,2,4,2,0,0,4,0,0.5,0.5,0.6,1.0,4.0,19.0,8.0,0.33,0.33,0.66,0.33,0.66,0.08,0.09,0.17,0.08,0.17
Abdellah Baallal,MAR,MF,Clermont Foot,Ligue 1,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iddrisu Baba,GHA,MF,Almería,La Liga,27,1996,25,14,1430,15.9,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08
Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,12,4,373,4.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,17.0,8.0,64.0,0.24,0.0,0.24,0.24,0.24,0.14,0.03,0.17,0.14,0.17
Aliou Badara Baldé,GUI,"FW,DF",Nice,Ligue 1,20,2002,7,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
Loïc Bade,FRA,DF,Sevilla,La Liga,23,2000,28,27,2277,25.3,0,1,1,0,0,0,5,1,0.9,0.9,0.5,1.3,15.0,76.0,3.0,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.05,0.04,0.05
Milan Badelj,CRO,MF,Genoa,Serie A,34,1989,33,32,2535,28.2,1,3,4,1,0,0,6,0,1.4,1.4,1.1,2.5,18.0,151.0,36.0,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09
Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,24,21,1802,20.0,1,2,3,1,0,0,1,0,0.7,0.7,2.3,3.0,38.0,67.0,66.0,0.05,0.1,0.15,0.05,0.15,0.04,0.12,0.15,0.04,0.15
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,18,15,1338,14.9,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.8,3.0,46.0,3.0,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.12,0.02,0.12
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,22,2001,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84.0,165.0,181.0,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57
Jaime Báez,URU,"FW,MF",Frosinone,Serie A,28,1995,11,6,500,5.6,1,0,1,1,0,0,1,0,0.5,0.5,0.5,1.0,12.0,29.0,39.0,0.18,0.0,0.18,0.18,0.18,0.08,0.1,0.18,0.08,0.18
Nicola Bagnolini,ITA,GK,Bologna,Serie A,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Bailey,JAM,"MF,FW",Aston Villa,Premier League,25,1997,35,22,2068,23.0,10,9,19,10,0,0,5,0,6.3,6.3,9.2,15.5,102.0,82.0,226.0,0.44,0.39,0.83,0.44,0.83,0.27,0.4,0.67,0.27,0.67
Eric Bailly,CIV,DF,Villarreal,La Liga,29,1994,10,9,839,9.3,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,3.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nedim Bajrami,ALB,"MF,FW",Sassuolo,Serie A,24,1999,28,15,1310,14.6,2,2,4,2,0,0,0,0,2.5,2.5,2.2,4.7,51.0,49.0,70.0,0.14,0.14,0.27,0.14,0.27,0.17,0.15,0.33,0.17,0.33
Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33
Tiemoué Bakayoko,FRA,MF,Lorient,Ligue 1,28,1994,20,15,1314,14.6,2,1,3,2,0,0,5,0,1.7,1.7,0.5,2.2,14.0,54.0,15.0,0.14,0.07,0.21,0.14,0.21,0.12,0.03,0.15,0.12,0.15
Mitchel Bakker,NED,DF,Atalanta,Serie A,23,2000,14,3,382,4.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,12.0,10.0,20.0,0.24,0.0,0.24,0.24,0.24,0.05,0.03,0.08,0.05,0.08
Ridle Baku,GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,33,22,2013,22.4,1,0,1,1,0,0,4,0,1.8,1.8,3.0,4.8,37.0,85.0,130.0,0.04,0.0,0.04,0.04,0.04,0.08,0.13,0.21,0.08,0.21
Dilane Bakwa,FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,31,25,2177,24.2,3,6,9,3,0,0,4,1,3.2,3.2,6.2,9.4,94.0,92.0,204.0,0.12,0.25,0.37,0.12,0.37,0.13,0.26,0.39,0.13,0.39
Tommaso Baldanzi,ITA,"MF,FW",Empoli,Serie A,20,2003,14,8,745,8.3,2,0,2,2,0,0,1,0,2.1,2.1,1.0,3.1,20.0,30.0,40.0,0.24,0.0,0.24,0.24,0.24,0.25,0.13,0.38,0.25,0.38
Tommaso Baldanzi,ITA,"FW,MF",Roma,Serie A,20,2003,13,6,518,5.8,0,0,0,0,0,0,2,0,0.9,0.9,0.7,1.5,18.0,14.0,54.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27
Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73.0,41.0,141.0,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09
George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,13,11,969,10.8,0,1,1,0,0,0,4,0,0.0,0.0,0.8,0.8,9.0,31.0,24.0,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.08,0.0,0.08
Carlos Baleba,CMR,MF,Brighton,Premier League,19,2004,27,15,1325,14.7,0,0,0,0,0,0,7,0,0.8,0.8,0.3,1.1,19.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
Carlos Baleba,CMR,MF,Lille,Ligue 1,19,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,27,26,2271,25.2,2,0,2,2,0,0,6,1,0.9,0.9,0.2,1.0,19.0,122.0,6.0,0.08,0.0,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50.0,98.0,100.0,0.0,0.03,0.03,0.0,0.03,0.02,0.08,0.1,0.02,0.1
Fodé Ballo-Touré,SEN,"DF,MF",Fulham,Premier League,26,1997,6,0,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Folarin Balogun,USA,FW,Monaco,Ligue 1,22,2001,29,19,1692,18.8,7,5,12,7,0,3,1,0,11.0,8.5,3.3,11.8,35.0,30.0,199.0,0.37,0.27,0.64,0.37,0.64,0.59,0.18,0.76,0.45,0.63
Jonathan Bamba,CIV,"MF,FW",Celta Vigo,La Liga,27,1996,27,24,1981,22.0,3,2,5,3,0,0,0,0,3.0,3.0,4.7,7.7,107.0,80.0,169.0,0.14,0.09,0.23,0.14,0.23,0.14,0.21,0.35,0.14,0.35
Mohamed Bamba,CIV,FW,Lorient,Ligue 1,21,2001,16,14,1138,12.6,8,3,11,7,1,1,3,0,6.4,5.6,2.1,7.7,25.0,16.0,69.0,0.63,0.24,0.87,0.55,0.79,0.51,0.16,0.67,0.44,0.61
Samuel Bamba,GER,FW,Dortmund,Bundesliga,19,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.51,0.15,0.67,0.51,0.67
Lameck Banda,ZAM,FW,Lecce,Serie A,22,2001,21,17,1350,15.0,2,4,6,2,0,0,5,1,3.6,3.6,1.9,5.5,70.0,22.0,136.0,0.13,0.27,0.4,0.13,0.4,0.24,0.13,0.37,0.24,0.37
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,23,2000,14,3,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06
Mamady Bangré,BFA,"FW,MF",Toulouse,Ligue 1,22,2001,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10.0,9.0,12.0,0.0,0.89,0.89,0.0,0.89,0.12,0.59,0.71,0.12,0.71
Mattia Bani,ITA,DF,Genoa,Serie A,29,1993,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5.0,37.0,4.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05
Léo Baptistão,BRA,FW,Almería,La Liga,30,1992,32,22,1837,20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26.0,45.0,88.0,0.29,0.0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34
Shandon Baptiste,GRN,MF,Brentford,Premier League,25,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3.0,5.0,1.0,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43
